link,brand,size,product_name,new_price,old_price
https://www.grailed.com/listings/67708176-rick-owens-raw-hem-sweater?g_aidx=Listing_by_date_added_production&g_aqid=ce5ae5fc86762f52f4199f8b762a2ce9,RICK OWENS,M,Raw Hem Sweater,143.0,
https://www.grailed.com/listings/67825247-converse-x-rick-owens-x-rick-owens-drkshdw-converse-turbowpn?g_aidx=Listing_by_date_added_production&g_aqid=3ef7a620687b025ddb4f7ac4903d94c8,CONVERSE × RICK OWENS × RICK OWENS DRKSHDW,11,Converse TURBOWPN,150.0,
https://www.grailed.com/listings/67859897-rick-owens-x-rick-owens-drkshdw-fw14-rick-owens-drkshdw-jumbo-shirt?g_aidx=Listing_by_date_added_production&g_aqid=291ed51ea73fbebb07c66531b53d0226,RICK OWENS × RICK OWENS DRKSHDW,L,FW14 Rick Owens DRKSHDW Jumbo Shirt,150.0,
https://www.grailed.com/listings/67859171-rick-owens-rick-owen-s-2005-cardigan?g_aidx=Listing_by_date_added_production&g_aqid=291ed51ea73fbebb07c66531b53d0226,RICK OWENS,M,Rick Owen’s 2005 cardigan,150.0,
https://www.grailed.com/listings/67758196-rick-owens-tommy-cash-x-rick-owens-t-shirt-black?g_aidx=Listing_by_date_added_production&g_aqid=c772043919ff32bd3b76a85e86766d9b,RICK OWENS,L,Tommy Cash × Rick Owens T-Shirt Black,150.0,
https://www.grailed.com/listings/67809365-designer-x-rick-owens-x-rick-owens-drkshdw-grey-mainline-tote-bag?g_aidx=Listing_by_date_added_production&g_aqid=cb99cbfc857fa6745a57d105670d0e41,DESIGNER × RICK OWENS × RICK OWENS DRKSHDW,OS,Grey Mainline Tote Bag,150.0,
https://www.grailed.com/listings/67836807-rick-owens-x-rick-owens-drkshdw-rick-owens-vicious-s-s14-pod-shorts?g_aidx=Listing_by_date_added_production&g_aqid=552dc4ed90a541aa679b28b5c9021d1b,RICK OWENS × RICK OWENS DRKSHDW,30,Rick Owens Vicious S/S14 Pod Shorts,150.0,
https://www.grailed.com/listings/67873510-converse-x-rick-owens-x-rick-owens-drkshdw-rick-owens-drkshdw-converse?g_aidx=Listing_by_date_added_production&g_aqid=ff72756e329a2c322d86434d284b2f47,CONVERSE × RICK OWENS × RICK OWENS DRKSHDW,8,Rick Owens DRKSHDW Converse,150.0,
https://www.grailed.com/listings/67700723-rick-owens-rick-owens-2021-phlegethon-oyster-light-grey-raw-edge-cut-long-tank-s?g_aidx=Listing_by_date_added_production&g_aqid=956ad4d549e8de6e428f3efa98b10b50,RICK OWENS,S,RICK OWENS 2021 Phlegethon Oyster light grey raw edge cut long tank S,150.0,
https://www.grailed.com/listings/67790594-rick-owens-rick-owens-green-leather-heels?g_aidx=Listing_by_date_added_production&g_aqid=339ac239f4e4ad8ba781aeeb2200d1ae,RICK OWENS,6,Rick owens green leather heels,150.0,
https://www.grailed.com/listings/67701852-rick-owens-fw21-gethsemane-level-tee?g_aidx=Listing_by_date_added_production&g_aqid=ce5ae5fc86762f52f4199f8b762a2ce9,RICK OWENS,S,FW21 Gethsemane Level Tee,155.0,
https://www.grailed.com/listings/67819887-jean-paul-gaultier-x-le-grande-bleu-l-g-b-x-rick-owens-jean-paul-gaultier?g_aidx=Listing_by_date_added_production&g_aqid=7dfd6d52d7bbc735e9a2f9488bbd477e,JEAN PAUL GAULTIER × LE GRANDE BLEU (L.G.B.) × RICK OWENS,S,Jean paul gaultier,157.0,
https://www.grailed.com/listings/67795069-rick-owens-bnwt-rick-owens-astaires?g_aidx=Listing_by_date_added_production&g_aqid=339ac239f4e4ad8ba781aeeb2200d1ae,RICK OWENS,32,BNWT Rick Owens Astaires,160.0,
https://www.grailed.com/listings/67823519-rick-owens-archiv-rick-owens-lookbook-f-w-05-06?g_aidx=Listing_by_date_added_production&g_aqid=7dfd6d52d7bbc735e9a2f9488bbd477e,RICK OWENS,OS,Archiv Rick Owens Lookbook F/W - 05-06,160.0,
https://www.grailed.com/listings/67771958-designer-x-rick-owens-x-rick-owens-drkshdw-rick-owen-s-champion-body-unisex?g_aidx=Listing_by_date_added_production&g_aqid=f831477b6d787b90fc5d82e5d260ad13,DESIGNER × RICK OWENS × RICK OWENS DRKSHDW,M,Rick Owen’s champion body unisex,160.0,
https://www.grailed.com/listings/67771992-rick-owens-x-rick-owens-drkshdw-rick-owen-s-body-unisex-rare?g_aidx=Listing_by_date_added_production&g_aqid=f831477b6d787b90fc5d82e5d260ad13,RICK OWENS × RICK OWENS DRKSHDW,XS,Rick Owen’s body unisex rare,160.0,
https://www.grailed.com/listings/67750309-rick-owens-x-rick-owens-drkshdw-ss18-rick-owens-demonic-seeds-poem-level-longsleeve-tshirt?g_aidx=Listing_by_date_added_production&g_aqid=c35e4fb4733abbc2e27bde5ac4ea168d,RICK OWENS × RICK OWENS DRKSHDW,XS,SS18 Rick Owens Demonic Seeds Poem Level Longsleeve Tshirt,160.0,
